age_precision,age_recall,age_f1-score,age_support,case_status_precision,case_status_recall,case_status_f1-score,case_status_support,contact_setting_precision,contact_setting_recall,contact_setting_f1-score,contact_setting_support,date_precision,date_recall,date_f1-score,date_support,gender_precision,gender_recall,gender_f1-score,gender_support,id_precision,id_recall,id_f1-score,id_support,location_precision,location_recall,location_f1-score,location_support,medical_boolean_precision,medical_boolean_recall,medical_boolean_f1-score,medical_boolean_support,occupation_precision,occupation_recall,occupation_f1-score,occupation_support,outcome_precision,outcome_recall,outcome_f1-score,outcome_support,symptoms_precision,symptoms_recall,symptoms_f1-score,symptoms_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,total_entries,run_name,inference_time
1.0000,1.0000,1.0000,4.0000,0.6667,0.4000,0.5000,5.0000,1.0000,0.5000,0.6667,2.0000,1.0000,1.0000,1.0000,25.0000,0.3636,1.0000,0.5333,4.0000,0.2727,1.0000,0.4286,9.0000,1.0000,0.6667,0.8000,12.0000,0.8824,0.3750,0.5263,40.0000,1.0000,1.0000,1.0000,2.0000,0.2500,0.2500,0.2500,4.0000,1.0000,0.5000,0.6667,2.0000,0.6606,0.7669,0.6992,0.6701,109.0000,0.8306,0.6606,0.6772,109.0000,109,custom-data-flan-ul2-flan-ul2_run1,16.1578
1.0000,1.0000,1.0000,4.0000,0.6667,0.4000,0.5000,5.0000,0.0000,0.0000,0.0000,2.0000,1.0000,1.0000,1.0000,25.0000,0.3333,1.0000,0.5000,4.0000,0.4091,1.0000,0.5806,9.0000,0.7143,0.8333,0.7692,12.0000,0.8400,0.5250,0.6462,40.0000,1.0000,1.0000,1.0000,2.0000,1.0000,0.2500,0.4000,4.0000,1.0000,0.5000,0.6667,2.0000,0.7248,0.7239,0.6826,0.6421,109.0000,0.8029,0.7248,0.7223,109.0000,109,custom-data-flan-ul2-flan-ul2_run2,16.0919
1.0000,1.0000,1.0000,4.0000,0.0000,0.0000,0.0000,5.0000,1.0000,0.5000,0.6667,2.0000,1.0000,1.0000,1.0000,25.0000,0.8000,1.0000,0.8889,4.0000,0.3333,1.0000,0.5000,9.0000,1.0000,0.6667,0.8000,12.0000,0.8571,0.4500,0.5902,40.0000,1.0000,1.0000,1.0000,2.0000,0.0714,0.2500,0.1111,4.0000,1.0000,0.5000,0.6667,2.0000,0.6697,0.7329,0.6697,0.6567,109.0000,0.8052,0.6697,0.6915,109.0000,109,custom-data-flan-ul2-flan-ul2_run3,15.9010
1.0000,1.0000,1.0000,4.0000,0.6667,0.4000,0.5000,5.0000,0.0000,0.0000,0.0000,2.0000,1.0000,1.0000,1.0000,25.0000,1.0000,1.0000,1.0000,4.0000,0.2812,1.0000,0.4390,9.0000,0.8889,0.6667,0.7619,12.0000,0.8750,0.5250,0.6562,40.0000,1.0000,1.0000,1.0000,2.0000,0.2000,0.2500,0.2222,4.0000,1.0000,0.5000,0.6667,2.0000,0.7064,0.7193,0.6674,0.6587,109.0000,0.8196,0.7064,0.7254,109.0000,109,custom-data-flan-ul2-flan-ul2_run4,17.1495
1.0000,1.0000,1.0000,4.0000,0.6667,0.4000,0.5000,5.0000,0.1429,0.5000,0.2222,2.0000,0.9615,1.0000,0.9804,25.0000,0.2000,1.0000,0.3333,4.0000,0.6923,1.0000,0.8182,9.0000,1.0000,0.8333,0.9091,12.0000,0.8947,0.4250,0.5763,40.0000,1.0000,1.0000,1.0000,2.0000,0.2500,0.2500,0.2500,4.0000,1.0000,0.5000,0.6667,2.0000,0.6972,0.7098,0.7189,0.6597,109.0000,0.8392,0.6972,0.7197,109.0000,109,custom-data-flan-ul2-flan-ul2_run5,15.0139
1.0000,1.0000,1.0000,4.0000,0.7500,0.6000,0.6667,5.0000,1.0000,0.5000,0.6667,2.0000,1.0000,1.0000,1.0000,25.0000,0.5000,1.0000,0.6667,4.0000,0.3000,1.0000,0.4615,9.0000,1.0000,0.8333,0.9091,12.0000,0.8889,0.4000,0.5517,40.0000,1.0000,1.0000,1.0000,2.0000,0.1667,0.2500,0.2000,4.0000,1.0000,0.5000,0.6667,2.0000,0.6972,0.7823,0.7348,0.7081,109.0000,0.8410,0.6972,0.7119,109.0000,109,custom-data-flan-ul2-flan-ul2_run6,15.9306
1.0000,1.0000,1.0000,4.0000,0.6667,0.4000,0.5000,5.0000,0.0000,0.0000,0.0000,2.0000,0.8929,1.0000,0.9434,25.0000,0.3333,1.0000,0.5000,4.0000,0.3913,1.0000,0.5625,9.0000,0.9091,0.8333,0.8696,12.0000,0.8889,0.4000,0.5517,40.0000,1.0000,1.0000,1.0000,2.0000,0.1429,0.2500,0.1818,4.0000,1.0000,0.5000,0.6667,2.0000,0.6789,0.6568,0.6712,0.6160,109.0000,0.7848,0.6789,0.6763,109.0000,109,custom-data-flan-ul2-flan-ul2_run7,15.1141
1.0000,1.0000,1.0000,4.0000,0.7500,0.6000,0.6667,5.0000,1.0000,0.5000,0.6667,2.0000,1.0000,1.0000,1.0000,25.0000,1.0000,1.0000,1.0000,4.0000,0.2903,1.0000,0.4500,9.0000,0.9091,0.8333,0.8696,12.0000,0.8947,0.4250,0.5763,40.0000,1.0000,1.0000,1.0000,2.0000,0.1429,0.2500,0.1818,4.0000,1.0000,0.5000,0.6667,2.0000,0.7064,0.8170,0.7371,0.7343,109.0000,0.8498,0.7064,0.7272,109.0000,109,custom-data-flan-ul2-flan-ul2_run8,16.9644
1.0000,1.0000,1.0000,4.0000,0.6667,0.4000,0.5000,5.0000,1.0000,0.5000,0.6667,2.0000,1.0000,1.0000,1.0000,25.0000,0.5000,1.0000,0.6667,4.0000,0.3462,1.0000,0.5143,9.0000,1.0000,0.6667,0.8000,12.0000,0.8889,0.4000,0.5517,40.0000,1.0000,1.0000,1.0000,2.0000,0.0769,0.2500,0.1176,4.0000,1.0000,0.5000,0.6667,2.0000,0.6697,0.7708,0.7015,0.6803,109.0000,0.8377,0.6697,0.6936,109.0000,109,custom-data-flan-ul2-flan-ul2_run9,15.7088
1.0000,1.0000,1.0000,4.0000,0.6667,0.4000,0.5000,5.0000,1.0000,0.5000,0.6667,2.0000,1.0000,1.0000,1.0000,25.0000,0.4444,1.0000,0.6154,4.0000,0.3000,1.0000,0.4615,9.0000,0.8889,0.6667,0.7619,12.0000,0.8824,0.3750,0.5263,40.0000,1.0000,1.0000,1.0000,2.0000,0.1250,0.2500,0.1667,4.0000,1.0000,0.5000,0.6667,2.0000,0.6606,0.7552,0.6992,0.6696,109.0000,0.8190,0.6606,0.6756,109.0000,109,custom-data-flan-ul2-flan-ul2_run10,15.7627
