age_precision,age_recall,age_f1-score,age_support,case_status_precision,case_status_recall,case_status_f1-score,case_status_support,contact_setting_precision,contact_setting_recall,contact_setting_f1-score,contact_setting_support,date_precision,date_recall,date_f1-score,date_support,gender_precision,gender_recall,gender_f1-score,gender_support,id_precision,id_recall,id_f1-score,id_support,location_precision,location_recall,location_f1-score,location_support,medical_boolean_precision,medical_boolean_recall,medical_boolean_f1-score,medical_boolean_support,occupation_precision,occupation_recall,occupation_f1-score,occupation_support,outcome_precision,outcome_recall,outcome_f1-score,outcome_support,symptoms_precision,symptoms_recall,symptoms_f1-score,symptoms_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,total_entries,run_name,inference_time
0.7500,0.7500,0.7500,4.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,2.0000,0.9615,1.0000,0.9804,25.0000,0.5714,1.0000,0.7273,4.0000,0.6429,1.0000,0.7826,9.0000,0.8462,0.9167,0.8800,12.0000,0.8000,0.8000,0.8000,40.0000,1.0000,1.0000,1.0000,2.0000,1.0000,0.2500,0.4000,4.0000,1.0000,0.5000,0.6667,2.0000,0.8073,0.6884,0.6561,0.6352,109.0000,0.7822,0.8073,0.7794,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run1,31.0192
1.0000,0.2500,0.4000,4.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,2.0000,1.0000,1.0000,1.0000,25.0000,0.5000,1.0000,0.6667,4.0000,0.8000,0.8889,0.8421,9.0000,0.7500,1.0000,0.8571,12.0000,0.7442,0.8000,0.7711,40.0000,1.0000,1.0000,1.0000,2.0000,1.0000,0.2500,0.4000,4.0000,1.0000,1.0000,1.0000,2.0000,0.7982,0.7086,0.6535,0.6306,109.0000,0.7795,0.7982,0.7667,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run2,30.1542
1.0000,0.7500,0.8571,4.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,2.0000,0.9615,1.0000,0.9804,25.0000,0.5000,1.0000,0.6667,4.0000,0.8182,1.0000,0.9000,9.0000,0.7500,1.0000,0.8571,12.0000,0.8000,0.8000,0.8000,40.0000,1.0000,1.0000,1.0000,2.0000,1.0000,0.2500,0.4000,4.0000,1.0000,0.5000,0.6667,2.0000,0.8165,0.7118,0.6636,0.6480,109.0000,0.7927,0.8165,0.7883,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run3,29.2707
1.0000,0.7500,0.8571,4.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,2.0000,1.0000,1.0000,1.0000,25.0000,0.4444,1.0000,0.6154,4.0000,0.6667,0.8889,0.7619,9.0000,0.8462,0.9167,0.8800,12.0000,0.7619,0.8000,0.7805,40.0000,1.0000,1.0000,1.0000,2.0000,1.0000,0.2500,0.4000,4.0000,1.0000,0.5000,0.6667,2.0000,0.7982,0.7017,0.6460,0.6329,109.0000,0.7836,0.7982,0.7749,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run4,30.1909
0.7500,0.7500,0.7500,4.0000,0.5000,0.2000,0.2857,5.0000,0.0000,0.0000,0.0000,2.0000,0.9259,1.0000,0.9615,25.0000,0.5714,1.0000,0.7273,4.0000,0.6923,1.0000,0.8182,9.0000,0.9231,1.0000,0.9600,12.0000,0.8205,0.8000,0.8101,40.0000,1.0000,1.0000,1.0000,2.0000,1.0000,0.2500,0.4000,4.0000,1.0000,0.5000,0.6667,2.0000,0.8257,0.7439,0.6818,0.6709,109.0000,0.8171,0.8257,0.8037,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run5,29.4078
0.7500,0.7500,0.7500,4.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,2.0000,0.9615,1.0000,0.9804,25.0000,0.5714,1.0000,0.7273,4.0000,0.6667,0.8889,0.7619,9.0000,0.8571,1.0000,0.9231,12.0000,0.8000,0.8000,0.8000,40.0000,1.0000,1.0000,1.0000,2.0000,1.0000,0.2500,0.4000,4.0000,0.5000,0.5000,0.5000,2.0000,0.8073,0.6461,0.6535,0.6221,109.0000,0.7762,0.8073,0.7794,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run6,29.6533
0.7500,0.7500,0.7500,4.0000,0.5000,0.2000,0.2857,5.0000,0.0000,0.0000,0.0000,2.0000,0.8621,1.0000,0.9259,25.0000,0.5714,1.0000,0.7273,4.0000,0.7500,1.0000,0.8571,9.0000,0.8000,1.0000,0.8889,12.0000,0.8000,0.7000,0.7467,40.0000,1.0000,1.0000,1.0000,2.0000,0.5000,0.2500,0.3333,4.0000,1.0000,0.5000,0.6667,2.0000,0.7890,0.6849,0.6727,0.6529,109.0000,0.7678,0.7890,0.7651,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run7,28.3349
1.0000,0.7500,0.8571,4.0000,0.5000,0.2000,0.2857,5.0000,0.0000,0.0000,0.0000,2.0000,0.9259,1.0000,0.9615,25.0000,0.3636,1.0000,0.5333,4.0000,0.8182,1.0000,0.9000,9.0000,0.8462,0.9167,0.8800,12.0000,0.8108,0.7500,0.7792,40.0000,1.0000,1.0000,1.0000,2.0000,0.5000,0.2500,0.3333,4.0000,1.0000,0.5000,0.6667,2.0000,0.7982,0.7059,0.6697,0.6543,109.0000,0.7986,0.7982,0.7846,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run8,28.8947
1.0000,0.2500,0.4000,4.0000,0.5000,0.2000,0.2857,5.0000,0.0000,0.0000,0.0000,2.0000,0.8929,1.0000,0.9434,25.0000,0.5000,1.0000,0.6667,4.0000,0.6000,1.0000,0.7500,9.0000,0.8333,0.8333,0.8333,12.0000,0.8056,0.7250,0.7632,40.0000,1.0000,1.0000,1.0000,2.0000,0.2500,0.2500,0.2500,4.0000,1.0000,0.5000,0.6667,2.0000,0.7615,0.6711,0.6144,0.5963,109.0000,0.7655,0.7615,0.7421,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run9,29.3538
1.0000,0.2500,0.4000,4.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,2.0000,0.8621,1.0000,0.9259,25.0000,0.5714,1.0000,0.7273,4.0000,0.6154,0.8889,0.7273,9.0000,0.8462,0.9167,0.8800,12.0000,0.7692,0.7500,0.7595,40.0000,1.0000,1.0000,1.0000,2.0000,0.3333,0.2500,0.2857,4.0000,1.0000,0.5000,0.6667,2.0000,0.7615,0.6361,0.5960,0.5793,109.0000,0.7306,0.7615,0.7304,109.0000,109,custom-data-flan-t5-xxl-flan-t5-xxl_run10,29.5334
